loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;
2;measure;kernel;6;kernel.c:52-53;Innermost;97.262252807617;6.7415647506714;6.7415647506714;6.7415647506714;6.7415647506714;0;0;97.262252807617;6.7415647506714;6.7415647506714;6.7415647506714;6.7415647506714;0;0;1;;
1;measure;kernel;6;kernel.c:52-53;Innermost;2.5936598777771;0.17977504432201;0.17977504432201;0.17977504432201;0.17977504432201;0;0;2.5936598777771;0.17977504432201;0.17977504432201;0.17977504432201;0.17977504432201;0;0;1;;
